Production Date,Units Produced,Operational Costs,Equipment Downtime
2022-07-11,128,3999,0
2022-07-12,56,4646,3
2022-07-13,57,4142,1
2022-07-14,100,1991,3
2022-07-15,93,2426,1
2022-07-16,172,3700,1
2022-07-17,100,4226,2
2022-07-18,166,2569,2
2022-07-19,85,3873,0
2022-07-20,54,1538,3
2022-07-21,139,2016,1
2022-07-22,170,2111,2
2022-07-23,179,2467,3
2022-07-24,109,2873,3
2022-07-25,181,1153,0
2022-07-26,132,1694,1
2022-07-27,121,4401,2
2022-07-28,87,2062,1
2022-07-29,158,2853,1
2022-07-30,151,1290,0
2022-07-31,138,2270,1
2022-08-01,67,2773,0
2022-08-02,131,1207,0
2022-08-03,150,4497,1
2022-08-04,130,1455,1
2022-08-05,131,2178,1
2022-08-06,197,4081,1
2022-08-07,70,4312,0
2022-08-08,184,4088,3
2022-08-09,194,4239,2
2022-08-10,131,1946,3
2022-08-11,184,2421,3
2022-08-12,145,1897,3
2022-08-13,150,3849,0
2022-08-14,138,3714,3
2022-08-15,74,3367,0
2022-08-16,163,2552,0
2022-08-17,171,2910,2
2022-08-18,177,4205,0
2022-08-19,185,1797,1
2022-08-20,157,2035,3
2022-08-21,138,2557,3
2022-08-22,123,2444,1
2022-08-23,80,1475,2
2022-08-24,165,1270,3
2022-08-25,119,3831,0
2022-08-26,190,2106,2
2022-08-27,97,4573,2
2022-08-28,154,2380,1
2022-08-29,91,1931,1
2022-08-30,179,4954,3
2022-08-31,82,2181,0
2022-09-01,163,3073,1
2022-09-02,132,1922,0
2022-09-03,121,1450,2
2022-09-04,105,2247,0
2022-09-05,57,3137,1
2022-09-06,58,4292,2
2022-09-07,137,3430,1
2022-09-08,197,2532,0
2022-09-09,62,4889,2
2022-09-10,159,2761,1
2022-09-11,148,1537,3
2022-09-12,57,3512,0
2022-09-13,81,3163,3
2022-09-14,176,2510,0
2022-09-15,176,1342,0
2022-09-16,68,2686,0
2022-09-17,84,2071,2
2022-09-18,59,4345,1
2022-09-19,90,4950,1
2022-09-20,66,1386,3
2022-09-21,167,2345,3
2022-09-22,161,1270,0
2022-09-23,123,4510,3
2022-09-24,104,1207,2
2022-09-25,57,1477,2
2022-09-26,50,3405,0
2022-09-27,116,1222,3
2022-09-28,145,3514,1
2022-09-29,109,2173,1
2022-09-30,180,2739,2
2022-10-01,91,4579,2
2022-10-02,157,3324,0
2022-10-03,134,1959,0
2022-10-04,147,1441,3
2022-10-05,179,2260,2
2022-10-06,93,4649,2
2022-10-07,183,3956,3
2022-10-08,78,4691,0
2022-10-09,166,2514,0
2022-10-10,130,4607,3
2022-10-11,123,2669,3
2022-10-12,161,1499,3
2022-10-13,170,2578,2
2022-10-14,139,2874,0
2022-10-15,146,3007,1
2022-10-16,183,2843,1
2022-10-17,97,4024,1
2022-10-18,112,4476,0
2022-10-19,129,4041,0
2022-10-20,182,3200,0
2022-10-21,151,3796,1
2022-10-22,101,2276,0
2022-10-23,122,4684,2
2022-10-24,115,2176,0
2022-10-25,52,2089,2
2022-10-26,164,4376,2
2022-10-27,159,3103,2
2022-10-28,126,3861,3
2022-10-29,137,2435,1
2022-10-30,94,1636,3
2022-10-31,182,3549,3
2022-11-01,120,2027,0
2022-11-02,141,3810,2
2022-11-03,175,4843,3
2022-11-04,60,2794,3
2022-11-05,189,2023,2
2022-11-06,65,4715,3
2022-11-07,148,2736,2
2022-11-08,129,1659,3
2022-11-09,132,4631,3
2022-11-10,120,4193,1
2022-11-11,157,2982,1
2022-11-12,91,2710,0
2022-11-13,193,4035,0
2022-11-14,107,1291,0
2022-11-15,97,1215,1
2022-11-16,116,3802,1
2022-11-17,86,3845,3
2022-11-18,74,1536,3
2022-11-19,128,4406,3
2022-11-20,169,3405,1
2022-11-21,192,1967,1
2022-11-22,182,4280,2
2022-11-23,159,1302,2
2022-11-24,137,3415,1
2022-11-25,87,2709,3
2022-11-26,95,1765,2
2022-11-27,63,3705,3
2022-11-28,69,3330,1
2022-11-29,68,3993,3
2022-11-30,168,3742,1
2022-12-01,93,2587,0
2022-12-02,168,1598,2
2022-12-03,175,3553,1
2022-12-04,173,1357,0
2022-12-05,141,4037,3
2022-12-06,55,1093,3
2022-12-07,90,3567,1
2022-12-08,145,2076,1
2022-12-09,116,4169,3
2022-12-10,55,1869,0
2022-12-11,106,3912,0
2022-12-12,174,2497,1
2022-12-13,122,3431,3
2022-12-14,97,2160,2
2022-12-15,198,4786,0
2022-12-16,146,2421,0
2022-12-17,68,2818,1
2022-12-18,130,2894,1
2022-12-19,142,2439,2
2022-12-20,121,1157,2
2022-12-21,178,2689,3
2022-12-22,187,1499,0
2022-12-23,75,2686,1
2022-12-24,176,1998,1
2022-12-25,98,1729,3
2022-12-26,102,2160,1
2022-12-27,174,3319,2
2022-12-28,193,4898,2
2022-12-29,66,4605,1
2022-12-30,66,3365,3
2022-12-31,105,1027,1
2018-01-01,100,3755,1
2018-01-02,166,2154,1
2018-01-03,174,4773,0
2018-01-04,84,4534,0
2018-01-05,173,2993,2
2018-01-06,140,3858,3
2018-01-07,126,2808,0
2018-01-08,69,4958,1
2018-01-09,86,2193,2
2018-01-10,178,1938,0
2018-01-11,69,4955,2
2018-01-12,59,3223,0
2018-01-13,123,3776,2
2018-01-14,166,2231,0
2018-01-15,73,4010,2
2018-01-16,189,4591,0
2018-01-17,130,1805,1
2018-01-18,125,1976,1
2018-01-19,107,3512,0
2018-01-20,191,1030,3
2018-01-21,91,2055,2
2018-01-22,99,3962,1
2018-01-23,110,3063,0
2018-01-24,62,1587,2
2018-01-25,180,1197,3
2018-01-26,50,3816,1
2018-01-27,110,1569,1
2018-01-28,97,4213,2
2018-01-29,119,4167,0
2018-01-30,199,4185,3
2018-01-31,158,4871,3
2018-02-01,52,1586,1
2018-02-02,151,4749,0
2018-02-03,170,3501,2
2018-02-04,114,2191,3
2018-02-05,129,3878,3
2018-02-06,179,3039,2
2018-02-07,133,3708,1
2018-02-08,80,2342,2
2018-02-09,55,3405,1
2018-02-10,164,2503,3
2018-02-11,91,4543,1
2018-02-12,179,4577,2
2018-02-13,175,1642,0
2018-02-14,119,3241,3
2018-02-15,88,2727,0
2018-02-16,123,1471,2
2018-02-17,58,3686,3
2018-02-18,175,3127,1
2018-02-19,189,1058,0
2018-02-20,158,1588,3
2018-02-21,175,2619,0
2018-02-22,161,2292,1
2018-02-23,129,4703,0
2018-02-24,190,2073,0
2018-02-25,56,1006,3
2018-02-26,170,2056,1
2018-02-27,152,3410,3
2018-02-28,50,1894,0
2018-03-01,134,2248,1
2018-03-02,86,4042,3
2018-03-03,123,2051,3
2018-03-04,136,1768,3
2018-03-05,69,3572,2
2018-03-06,144,1454,1
2018-03-07,188,3887,0
2018-03-08,124,3370,3
2018-03-09,65,4362,3
2018-03-10,113,3884,2
2018-03-11,172,1991,2
2018-03-12,84,3423,0
2018-03-13,198,4971,1
2018-03-14,191,1084,2
2018-03-15,135,2564,1
2018-03-16,196,3313,0
2018-03-17,113,1428,1
2018-03-18,149,4843,2
2018-03-19,116,2141,2
2018-03-20,97,3579,1
2018-03-21,196,3401,1
2018-03-22,136,1350,0
2018-03-23,173,3990,0
2018-03-24,70,4678,0
2018-03-25,134,1328,1
2018-03-26,118,3138,3
2018-03-27,164,1472,0
2018-03-28,157,4956,0
2018-03-29,67,4190,1
2018-03-30,67,1020,2
2018-03-31,121,3938,2
2018-04-01,85,3581,2
2018-04-02,153,1307,2
2018-04-03,75,2267,3
2018-04-04,180,3562,1
2018-04-05,188,3805,2
2018-04-06,86,4226,1
2018-04-07,64,1946,2
2018-04-08,129,2897,0
2018-04-09,168,1026,0
2018-04-10,112,2937,0
2018-04-11,152,3190,2
2018-04-12,164,1276,2
2018-04-13,166,3916,0
2018-04-14,97,4026,1
2018-04-15,88,1608,2
2018-04-16,191,4091,0
2018-04-17,100,1324,1
2018-04-18,111,1305,0
2018-04-19,194,2669,2
2018-04-20,64,4885,2
2018-04-21,116,3732,2
2018-04-22,106,2019,0
2018-04-23,89,3571,1
2018-04-24,178,3037,1
2018-04-25,74,3984,1
2018-04-26,148,2420,0
2018-04-27,66,4040,0
2018-04-28,111,2833,0
2018-04-29,65,1337,3
2018-04-30,161,4872,0
2018-05-01,78,2705,2
2018-05-02,115,1246,1
2018-05-03,135,2071,3
2018-05-04,178,2178,1
2018-05-05,171,4255,2
2018-05-06,98,2045,1
2018-05-07,180,1895,2
2018-05-08,133,3585,0
2018-05-09,188,3246,1
2018-05-10,99,3483,2
2018-05-11,190,1839,0
2018-05-12,148,2295,1
2018-05-13,146,4714,2
2018-05-14,116,1897,0
2018-05-15,159,4714,0
2018-05-16,147,4121,3
2018-05-17,142,1955,1
2018-05-18,71,2669,0
2018-05-19,56,2201,3
2018-05-20,59,2234,2
2018-05-21,169,4411,1
2018-05-22,131,3940,1
2018-05-23,98,1243,3
2018-05-24,108,4626,2
2018-05-25,179,1502,1
2018-05-26,80,3826,1
2018-05-27,65,3943,0
2018-05-28,140,3535,3
2018-05-29,76,1022,0
2018-05-30,199,2192,1
2018-05-31,86,2529,0
2018-06-01,174,3772,0
2018-06-02,121,4348,1
2018-06-03,91,2405,3
2018-06-04,108,4075,3
2018-06-05,63,4505,2
2018-06-06,117,3779,2
2018-06-07,117,1619,2
2018-06-08,94,3343,1
2018-06-09,189,4981,1
2018-06-10,69,1309,2
2018-06-11,176,2592,2
2018-06-12,148,1128,0
2018-06-13,196,3912,3
2018-06-14,79,3903,3
2018-06-15,168,4463,0
2018-06-16,146,4920,1
2018-06-17,141,4186,0
2018-06-18,135,1673,0
2018-06-19,101,3168,0
2018-06-20,167,1333,1
2018-06-21,179,3948,1
2018-06-22,74,1183,3
2018-06-23,139,3104,3
2018-06-24,63,3411,3
2018-06-25,115,4570,0
2018-06-26,62,1945,1
2018-06-27,134,1777,0
2018-06-28,126,4136,2
2018-06-29,136,2567,2
2018-06-30,57,3579,3
2018-07-01,121,1875,0
2018-07-02,113,3668,0
2018-07-03,111,1999,1
2018-07-04,111,4618,1
2018-07-05,169,4728,0
2018-07-06,99,2114,0
2018-07-07,115,2397,2
2018-07-08,118,2892,1
2018-07-09,111,2391,1
2018-07-10,128,3885,2
2018-07-11,151,3237,0
2018-07-12,153,1484,0
2018-07-13,66,4242,3
2018-07-14,141,1887,2
2018-07-15,181,1164,3
2018-07-16,98,4491,2
2018-07-17,94,4856,3
2018-07-18,160,4648,1
2018-07-19,73,4692,3
2018-07-20,67,2211,3
2018-07-21,149,4123,1
2018-07-22,100,2663,2
2018-07-23,78,3341,0
2018-07-24,131,3313,2
2018-07-25,162,1728,0
2018-07-26,104,2946,1
2018-07-27,178,3669,2
2018-07-28,156,4904,1
2018-07-29,173,4375,2
2018-07-30,111,4742,1
2018-07-31,148,4718,1
2018-08-01,156,1883,2
2018-08-02,133,2610,2
2018-08-03,188,2870,2
2018-08-04,144,2306,3
2018-08-05,177,3242,1
2018-08-06,67,4842,3
2018-08-07,96,3830,2
2018-08-08,135,2235,0
2018-08-09,86,4510,0
2018-08-10,136,4730,3
2018-08-11,54,2053,0
2018-08-12,122,4900,3
2018-08-13,148,2900,1
2018-08-14,59,4928,2
2018-08-15,121,1110,0
2018-08-16,130,3594,3
2018-08-17,118,4770,1
2018-08-18,172,2123,1
2018-08-19,68,1920,3
2018-08-20,114,4167,3
2018-08-21,84,4138,0
2018-08-22,114,1833,0
2018-08-23,152,2236,2
2018-08-24,58,4390,2
2018-08-25,109,4102,3
2018-08-26,143,3653,0
2018-08-27,80,2471,0
2018-08-28,126,1076,2
2018-08-29,124,4538,3
2018-08-30,191,2200,3
2018-08-31,95,3368,2
2018-09-01,135,4421,3
2018-09-02,132,3367,1
2018-09-03,88,1436,1
2018-09-04,88,4064,3
2018-09-05,78,4866,3
2018-09-06,180,2454,3
2018-09-07,67,2714,2
2018-09-08,128,2351,1
2018-09-09,51,2188,3
2018-09-10,92,2053,1
2018-09-11,117,2998,1
2018-09-12,112,1033,0
2018-09-13,194,4054,0
2018-09-14,150,1400,0
2018-09-15,169,3857,2
2018-09-16,94,3592,1
2018-09-17,144,3885,2
2018-09-18,196,1757,1
2018-09-19,95,1059,0
2018-09-20,110,2674,1
2018-09-21,119,4056,0
2018-09-22,50,1496,2
2018-09-23,95,2622,0
2018-09-24,117,1044,2
2018-09-25,128,4744,2
2018-09-26,55,4992,3
2018-09-27,109,1619,1
2018-09-28,68,3646,1
2018-09-29,107,2895,0
2018-09-30,160,2314,2
2018-10-01,115,2716,2
2018-10-02,171,1418,1
2018-10-03,183,4138,0
2018-10-04,185,2423,2
2018-10-05,107,4035,1
2018-10-06,139,1920,3
2018-10-07,67,2135,0
2018-10-08,68,2528,3
2018-10-09,64,1036,0
2018-10-10,63,3052,1
2018-10-11,118,1648,3
2018-10-12,135,3320,0
2018-10-13,60,4900,2
2018-10-14,93,1346,2
2018-10-15,193,2702,1
2018-10-16,174,2614,2
2018-10-17,164,3496,1
2018-10-18,161,4076,2
2018-10-19,141,3566,3
2018-10-20,188,1749,2
2018-10-21,104,1719,0
2018-10-22,74,3848,2
2018-10-23,60,2760,2
2018-10-24,193,1603,1
2018-10-25,154,3563,0
2018-10-26,100,2846,3
2018-10-27,57,2247,2
2018-10-28,171,3789,2
2018-10-29,155,1532,2
2018-10-30,100,1014,3
2018-10-31,181,3484,0
2018-11-01,87,2453,2
2018-11-02,89,4160,3
2018-11-03,106,4756,2
2018-11-04,133,4731,1
2018-11-05,108,1310,1
2018-11-06,94,2673,0
2018-11-07,123,3416,1
2018-11-08,66,2875,3
2018-11-09,119,4029,2
2018-11-10,165,2923,2
2018-11-11,197,1025,3
2018-11-12,82,1385,1
2018-11-13,138,4812,0
2018-11-14,156,3099,2
2018-11-15,144,4310,0
2018-11-16,185,4885,2
2018-11-17,68,2247,3
2018-11-18,140,3352,1
2018-11-19,167,4818,0
2018-11-20,77,4050,1
2018-11-21,182,1155,2
2018-11-22,84,3537,1
2018-11-23,137,4597,3
2018-11-24,196,4656,0
2018-11-25,137,3108,3
2018-11-26,177,3775,3
2018-11-27,173,2756,2
2018-11-28,82,2273,2
2018-11-29,78,1303,1
2018-11-30,70,2477,1
2018-12-01,170,3268,3
2018-12-02,145,4256,1
2018-12-03,58,2587,3
2018-12-04,180,4956,1
2018-12-05,130,1782,3
2018-12-06,141,4577,1
2018-12-07,170,4145,2
2018-12-08,110,2807,2
2018-12-09,199,2719,2
2018-12-10,146,4271,2
2018-12-11,69,2110,2
2018-12-12,66,3253,2
2018-12-13,99,4701,3
2018-12-14,168,3178,1
2018-12-15,121,4093,2
2018-12-16,50,2458,2
2018-12-17,77,1554,2
2018-12-18,61,3140,2
2018-12-19,108,1909,0
2018-12-20,165,1380,1
2018-12-21,162,4736,2
2018-12-22,107,3530,2
2018-12-23,83,2166,1
2018-12-24,108,4104,3
2018-12-25,129,2630,3
2018-12-26,91,4043,1
2018-12-27,84,2584,0
2018-12-28,70,2865,2
2018-12-29,95,1331,3
2018-12-30,114,4726,1
2018-12-31,79,2290,1
2019-01-01,98,4137,3
2019-01-02,80,3612,0
2019-01-03,61,4707,3
2019-01-04,66,2236,0
2019-01-05,176,4771,0
2019-01-06,82,1048,0
2019-01-07,64,4643,0
2019-01-08,117,4074,0
2019-01-09,95,3407,1
2019-01-10,154,4578,2
2019-01-11,176,4274,2
2019-01-12,182,1798,1
2019-01-13,139,3619,1
2019-01-14,75,4858,0
2019-01-15,174,2961,0
2019-01-16,147,3443,3
2019-01-17,134,4198,1
2019-01-18,85,2875,3
2019-01-19,103,4974,1
2019-01-20,184,4962,0
2019-01-21,124,4808,1
2019-01-22,101,3435,2
2019-01-23,167,3852,0
2019-01-24,186,4943,1
2019-01-25,192,1026,3
2019-01-26,114,4361,2
2019-01-27,175,3159,3
2019-01-28,77,1557,1
2019-01-29,152,4901,0
2019-01-30,197,2744,3
2019-01-31,57,1968,0
2019-02-01,103,4797,0
2019-02-02,167,3623,1
2019-02-03,57,3033,3
2019-02-04,180,4792,0
2019-02-05,129,1017,1
2019-02-06,136,1876,1
2019-02-07,149,4004,1
2019-02-08,123,3179,3
2019-02-09,108,3904,0
2019-02-10,64,1795,2
2019-02-11,182,2858,0
2019-02-12,91,2763,2
2019-02-13,175,1617,2
2019-02-14,199,3743,3
2019-02-15,189,3084,2
2019-02-16,183,4097,0
2019-02-17,109,4958,3
2019-02-18,66,4484,1
2019-02-19,163,2809,1
2019-02-20,60,3549,2
2019-02-21,59,3851,0
2019-02-22,196,2531,3
2019-02-23,190,4277,2
2019-02-24,192,1620,0
2019-02-25,159,2512,2
2019-02-26,97,3235,2
2019-02-27,161,2247,0
2019-02-28,51,3303,2
2019-03-01,145,1172,1
2019-03-02,171,1634,2
2019-03-03,155,2490,1
2019-03-04,84,4043,1
2019-03-05,50,1505,2
2019-03-06,199,4860,2
2019-03-07,144,1943,0
2019-03-08,97,4544,2
2019-03-09,182,1368,1
2019-03-10,73,1769,3
2019-03-11,65,3703,0
2019-03-12,121,2473,0
2019-03-13,88,2925,2
2019-03-14,180,3945,0
2019-03-15,139,3742,3
2019-03-16,85,3034,3
2019-03-17,112,2833,1
2019-03-18,113,1309,0
2019-03-19,128,1925,2
2019-03-20,62,2744,1
2019-03-21,63,3134,0
2019-03-22,111,1251,1
2019-03-23,96,1976,1
2019-03-24,95,1356,3
2019-03-25,96,1550,0
2019-03-26,170,2280,0
2019-03-27,114,4731,2
2019-03-28,82,4304,3
2019-03-29,106,2352,1
2019-03-30,193,3212,1
2019-03-31,69,4664,0
2019-04-01,70,4635,0
2019-04-02,129,3285,2
2019-04-03,131,3132,1
2019-04-04,102,4201,2
2019-04-05,123,1461,0
2019-04-06,178,1940,3
2019-04-07,168,3424,0
2019-04-08,109,1625,1
2019-04-09,99,1134,1
2019-04-10,66,1616,2
2019-04-11,164,3128,3
2019-04-12,193,1975,1
2019-04-13,125,2391,3
2019-04-14,116,1523,0
2019-04-15,114,4225,3
2019-04-16,156,2127,0
2019-04-17,158,3015,1
2019-04-18,63,3539,1
2019-04-19,130,4651,0
2019-04-20,75,3962,1
2019-04-21,150,2968,0
2019-04-22,95,4439,2
2019-04-23,72,3594,2
2019-04-24,117,3580,2
2019-04-25,155,1892,0
2019-04-26,156,1457,2
2019-04-27,166,1278,1
2019-04-28,127,2055,2
2019-04-29,83,3921,3
2019-04-30,95,4871,0
2019-05-01,159,4334,1
2019-05-02,93,3874,2
2019-05-03,138,2201,1
2019-05-04,152,2899,2
2019-05-05,104,1368,1
2019-05-06,53,3723,2
2019-05-07,81,2333,0
2019-05-08,106,4984,0
2019-05-09,51,3657,2
2019-05-10,148,3072,0
2019-05-11,108,3784,1
2019-05-12,101,3049,3
2019-05-13,171,4254,2
2019-05-14,149,3807,2
2019-05-15,136,2281,1
2019-05-16,102,2878,2
2019-05-17,171,2431,3
2019-05-18,170,4732,0
2019-05-19,87,3613,2
2019-05-20,70,4929,3
2019-05-21,138,1253,3
2019-05-22,141,2085,0
2019-05-23,160,3567,0
2019-05-24,94,1009,3
2019-05-25,180,3937,0
2019-05-26,159,1815,1
2019-05-27,58,4744,1
2019-05-28,150,3345,0
2019-05-29,182,1278,1
2019-05-30,57,3247,3
2019-05-31,87,2198,1
2019-06-01,189,3948,3
2019-06-02,198,4046,3
2019-06-03,167,1335,0
2019-06-04,96,2030,0
2019-06-05,82,2666,2
2019-06-06,109,2143,0
2019-06-07,172,2237,3
2019-06-08,162,2808,0
2019-06-09,190,4102,0
2019-06-10,138,2442,1
2019-06-11,97,3505,3
2019-06-12,73,4290,1
2019-06-13,94,2249,0
2019-06-14,130,1591,0
2019-06-15,186,4547,1
2019-06-16,153,3299,0
2019-06-17,172,3462,1
2019-06-18,144,3162,2
2019-06-19,171,3682,1
2019-06-20,69,2430,2
2019-06-21,88,4957,1
2019-06-22,119,3166,2
2019-06-23,68,3032,3
2019-06-24,72,2592,3
2019-06-25,138,4533,2
2019-06-26,135,4446,1
2019-06-27,54,1526,2
2019-06-28,164,3554,0
2019-06-29,165,3527,1
2019-06-30,176,4479,0
2019-07-01,130,1970,3
2019-07-02,196,2449,0
2019-07-03,51,2731,2
2019-07-04,85,3946,2
2019-07-05,100,4496,2
2019-07-06,165,4920,2
2019-07-07,54,2662,2
2019-07-08,183,4483,3
2019-07-09,188,3960,1
2019-07-10,179,1468,1
2019-07-11,182,3371,3
2019-07-12,119,4696,2
2019-07-13,92,4412,0
2019-07-14,186,2318,2
2019-07-15,57,4074,3
2019-07-16,127,4986,0
2019-07-17,54,2795,0
2019-07-18,165,3282,3
2019-07-19,159,3122,2
2019-07-20,174,3290,2
2019-07-21,191,1905,1
2019-07-22,132,2732,1
2019-07-23,114,1706,1
2019-07-24,198,4378,3
2019-07-25,199,2498,2
2019-07-26,86,2663,2
2019-07-27,80,4567,0
2019-07-28,198,4489,2
2019-07-29,128,2934,3
2019-07-30,168,1328,1
2019-07-31,75,4420,0
2019-08-01,63,1857,1
2019-08-02,186,1895,1
2019-08-03,169,2227,2
2019-08-04,103,3248,2
2019-08-05,116,3722,2
2019-08-06,113,3172,1
2019-08-07,177,2924,0
2019-08-08,52,4762,3
2019-08-09,103,3169,0
2019-08-10,128,4054,1
2019-08-11,130,2473,3
2019-08-12,91,1271,2
2019-08-13,144,4309,2
2019-08-14,80,1401,1
2019-08-15,127,4373,2
2019-08-16,175,3549,1
2019-08-17,121,1376,1
2019-08-18,84,3777,2
2019-08-19,84,2051,0
2019-08-20,141,4324,1
2019-08-21,119,1257,3
2019-08-22,150,3565,2
2019-08-23,69,2077,0
2019-08-24,114,1180,3
2019-08-25,158,3193,0
2019-08-26,180,2037,2
2019-08-27,155,2706,1
2019-08-28,99,3692,2
2019-08-29,162,3719,2
2019-08-30,122,3296,1
2019-08-31,80,4543,2
2019-09-01,52,3352,2
2019-09-02,50,4364,3
2019-09-03,167,1931,2
2019-09-04,127,2091,0
2019-09-05,61,1671,2
2019-09-06,178,4718,1
2019-09-07,81,1122,2
2019-09-08,64,2753,3
2019-09-09,52,4872,0
2019-09-10,61,1759,0
2019-09-11,188,2978,3
2019-09-12,77,3422,2
2019-09-13,180,4127,3
2019-09-14,144,2756,0
2019-09-15,89,3327,1
2019-09-16,114,2408,3
2019-09-17,120,3005,0
2019-09-18,116,4504,1
2019-09-19,143,2222,2
2019-09-20,125,2145,1
2019-09-21,167,2435,0
2019-09-22,126,1849,0
2019-09-23,96,1878,0
2019-09-24,128,2888,1
2019-09-25,50,3280,3
2019-09-26,122,3714,0
2019-09-27,101,1259,1
2019-09-28,59,2707,3
2019-09-29,108,1863,1
2019-09-30,128,3666,3
2019-10-01,194,2011,2
2019-10-02,57,2692,2
2019-10-03,125,3141,0
2019-10-04,70,4298,2
2019-10-05,199,2907,0
2019-10-06,109,2892,1
2019-10-07,182,4440,0
2019-10-08,119,2860,3
2019-10-09,59,2450,0
2019-10-10,94,2651,2
2019-10-11,133,2325,0
2019-10-12,158,3430,3
2019-10-13,125,1480,2
2019-10-14,54,4369,2
2019-10-15,65,2869,2
2019-10-16,185,4504,1
2019-10-17,84,2303,0
2019-10-18,100,4301,3
2019-10-19,67,4165,3
2019-10-20,86,4064,2
2019-10-21,163,1088,1
2019-10-22,190,4197,1
2019-10-23,84,2909,2
2019-10-24,66,2321,1
2019-10-25,66,2570,3
2019-10-26,196,1688,2
2019-10-27,59,1697,1
2019-10-28,68,3929,0
2019-10-29,176,4143,1
2019-10-30,163,3985,0
2019-10-31,134,4944,3
2019-11-01,115,2782,2
2019-11-02,104,2915,3
2019-11-03,83,2368,2
2019-11-04,144,3570,0
2019-11-05,122,3675,3
2019-11-06,156,4709,3
2019-11-07,140,2671,0
2019-11-08,90,1681,0
2019-11-09,154,2409,3
2019-11-10,156,1585,1
2019-11-11,177,1036,2
2019-11-12,169,2637,1
2019-11-13,60,2533,0
2019-11-14,122,2026,3
2019-11-15,68,4589,0
2019-11-16,124,2460,2
2019-11-17,142,3728,3
2019-11-18,163,1398,1
2019-11-19,125,4090,0
2019-11-20,101,3553,3
2019-11-21,176,2127,0
2019-11-22,163,3342,3
2019-11-23,148,3976,3
2019-11-24,192,2738,0
2019-11-25,121,4944,2
2019-11-26,112,3223,0
2019-11-27,170,3330,2
2019-11-28,113,3356,0
2019-11-29,116,3699,2
2019-11-30,93,2684,3
2019-12-01,120,3474,1
2019-12-02,61,3874,3
2019-12-03,72,3681,1
2019-12-04,195,1622,0
2019-12-05,66,3721,2
2019-12-06,111,4807,0
2019-12-07,52,3969,0
2019-12-08,66,2014,2
2019-12-09,192,4237,0
2019-12-10,71,1538,3
2019-12-11,173,2910,0
2019-12-12,150,3869,2
2019-12-13,196,1363,0
2019-12-14,154,3620,2
2019-12-15,179,1000,1
2019-12-16,147,3506,3
2019-12-17,123,4507,0
2019-12-18,130,3572,2
2019-12-19,157,4693,1
2019-12-20,128,3419,1
2019-12-21,87,3515,3
2019-12-22,129,4511,2
2019-12-23,81,3783,3
2019-12-24,98,4803,0
2019-12-25,51,4458,0
2019-12-26,134,1662,1
2019-12-27,70,3758,2
2019-12-28,114,3568,2
2019-12-29,85,4684,1
2019-12-30,52,4066,0
2019-12-31,83,2096,2
2020-01-01,100,3862,3
2020-01-02,115,4079,0
2020-01-03,143,2334,0
2020-01-04,152,3600,1
2020-01-05,124,4109,1
2020-01-06,188,3050,0
2020-01-07,102,2763,0
2020-01-08,147,3299,0
2020-01-09,96,1282,0
2020-01-10,85,3108,2
2020-01-11,113,1464,1
2020-01-12,170,1462,2
2020-01-13,52,3485,1
2020-01-14,85,2223,2
2020-01-15,170,3694,0
2020-01-16,169,1867,0
2020-01-17,87,1902,0
2020-01-18,99,2308,2
2020-01-19,150,3675,3
2020-01-20,110,1339,3
2020-01-21,154,3716,2
2020-01-22,53,1943,0
2020-01-23,151,1432,2
2020-01-24,89,2840,0
2020-01-25,120,2728,1
2020-01-26,94,3731,1
2020-01-27,109,2336,3
2020-01-28,76,1647,2
2020-01-29,99,1125,3
2020-01-30,108,3970,2
2020-01-31,184,1920,0
2020-02-01,86,1727,2
2020-02-02,169,2209,2
2020-02-03,100,4396,1
2020-02-04,171,3476,0
2020-02-05,130,3125,3
2020-02-06,72,4050,2
2020-02-07,183,2886,1
2020-02-08,74,4152,2
2020-02-09,162,1995,0
2020-02-10,116,4953,1
2020-02-11,118,4029,3
2020-02-12,127,4355,3
2020-02-13,173,4640,3
2020-02-14,97,1971,1
2020-02-15,65,3638,3
2020-02-16,166,3194,3
2020-02-17,112,2845,3
2020-02-18,160,1953,2
2020-02-19,142,3932,0
2020-02-20,134,3098,3
2020-02-21,127,3251,1
2020-02-22,98,4209,2
2020-02-23,199,4515,1
2020-02-24,142,3511,0
2020-02-25,126,3978,3
2020-02-26,156,3146,1
2020-02-27,198,1712,0
2020-02-28,69,4016,3
2020-02-29,166,4033,3
2020-03-01,114,1178,0
2020-03-02,136,2692,0
2020-03-03,145,4971,1
2020-03-04,83,4798,1
2020-03-05,178,3688,2
2020-03-06,181,1805,1
2020-03-07,100,3533,2
2020-03-08,161,1630,0
2020-03-09,126,1587,2
2020-03-10,191,2953,2
2020-03-11,166,2838,2
2020-03-12,139,4934,0
2020-03-13,155,1524,3
2020-03-14,143,1098,2
2020-03-15,190,4869,2
2020-03-16,65,4700,2
2020-03-17,144,3048,3
2020-03-18,120,1971,1
2020-03-19,122,3293,3
2020-03-20,85,3202,1
2020-03-21,78,3935,0
2020-03-22,148,3625,0
2020-03-23,158,4038,3
2020-03-24,107,4816,2
2020-03-25,139,3364,2
2020-03-26,184,2729,1
2020-03-27,161,3995,3
2020-03-28,108,4339,0
2020-03-29,60,1333,0
2020-03-30,72,3605,0
2020-03-31,82,3018,3
2020-04-01,107,3937,0
2020-04-02,88,1374,1
2020-04-03,117,2720,1
